Clave,Descripción,Línea,Existencias,Modelo,Talla,Color,Cuenta contable,Clave alterna
VETOQUINOL-001,LAXATONE GEL 120.5 G,VETOQ,84,,,,,
VETONE-002,VITAMINA C SODIUM 250 MG 100 ML,NUTRI,9,,,,,313985009471
VETINOVA-022,RESPIREX SOBRE 10GR,VETIN,75,,,,,
VETINOVA-021,VETI-K 100 TAB.,VETIN,8,,,,,
VETINOVA-020,TURBOTONIC POLVO SOL. 10GR,VETIN,75,,,,,
VETINOVA-019,RESPIREX P.S. 100GR,VETIN,5,,,,,
VETINOVA-018,--,VETIN,0,,,,,
VETINOVA-017,COXIFLEX POLVO SOL. 10 GR,VETIN,79,,,,,
VETINOVA-016,WORM CARTERA DE 10 TABLETAS,VETIN,100,,,,,
VETINOVA-015,COXIFLEX P.S. 100 GR,VETIN,5,,,,,
VETINOVA-014,RESPIREX 100 TAB,VETIN,21,,,,,
VETINOVA-013,RESPIREX 50 TAB,VETIN,32,,,,,
VETINOVA-012,TURBOTONIC 50 TAB,VETIN,33,,,,,
VETINOVA-011,TURBOTONIC 100 TAB,VETIN,30,,,,,
VETINOVA-010,OXYPOWER 50 TAB,VETIN,30,,,,,
VETINOVA-009,OXYPOWER 100 TAB,VETIN,22,,,,,
VETINOVA-008,VETI-K 50 TAB,VETIN,67,,,,,
VETINOVA-007,SUPER NUX 50 TAB,VETIN,24,,,,,
VETINOVA-006,SUPER ROOSTER 50 TAB,VETIN,33,,,,,
VETINOVA-005,SUPER ROOSTER 100TAB,VETIN,35,,,,,
VETINOVA-004,WORM EX 50 TAB,VETIN,31,,,,,
VETINOVA-003,WORM EX 100 TAB,VETIN,50,,,,,
VETINOVA-002,COXIFLEX 50 TAB,VETIN,28,,,,,
VETINOVA-001,COXIFLEX 100 TABLETAS,VETIN,31,,,,,
VEDILAB-017,SCARLET 60ML,VEDIL,61,,,,,
VEDILAB-016,MAMINTHOL VET. 200GR,VEDIL,0,,,,,
VEDILAB-015,RUVIOTIC 500GR,VEDIL,0,,,,,
VEDILAB-014,HAPPY VARR 1 LTO (TIMOL),VEDIL,2,,,,,
VEDILAB-013,TETRACOL DEX 250 ML,VEDIL,0,,,,,
VEDILAB-012,TETRACOL DEX 100ML,VEDIL,20,,,,,
VEDILAB-011,TETRACOL DEX 20ML,VEDIL,0,,,,,
VEDILAB-010,SCARLET 100 GRAMOS GEL,VEDIL,49,,,,,
VEDILAB-008,VORMAL 350 TBS,VEDIL,85,,,,,
VEDILAB-007,VORMAL 100 TAB,VEDIL,114,,,,,
VEDILAB-005,SCARLET 120 ML,VEDIL,80,,,,,
VEDILAB-004,ERCANOL 100 ML,VEDIL,46,,,,,
VEDILAB-003,RUVIOTIC 20 GR,VEDIL,464,,,,,
VEDILAB-002,ERCANOL 50 ML,VEDIL,68,,,,,
VEDILAB-001,ERCANOL 10 ML,VEDIL,242,,,,,
VARIOS-143,TORVET 1 LTO,,0,,,,,
VARIOS-142,DODGE JOURNEY 2014 #3C4PDCFG6ET187621,,0,,,,,
VARIOS-141,CORTAUÑAS,VARIO,0,,,,,
VARIOS-135,SUPER FLRX WRAP (VENDA DESECHABLE),VARIO,0,,,,,
VARIOS-134,---FORMULA 707 DAILY ESSENTIALS 50 LBS.,VARIO,0,,,,,
VARIOS-132,FORMULA 707 DAILY  12 LBS,NUTRI,7,,,,,
VARIOS-131,NUMOTIZINE CATAPLASM 6 LBS,NUTRI,0,,,,,
VARIOS-130,ICE TIGHT POULTICE 7.5 LBS,NUTRI,19,,,,,86621771055
VARIOS-129,NUMOTIZINE CATAPLASM 3 LBS,NUTRI,15,,,,,
VARIOS-128,THIAMINE INJ. 500 MG 100 ML,,0,,,,,
VARIOS-124,OFTALMOSCOPIO,VARIO,1,,,,,
VARIOS-122,APLICADOR PARA PANACUR,INSTR,2,,,,,
VARIOS-116,FORMULA 707 DAILY 6 LB,NUTRI,12,,,,,43
VARIOS-104,DOMOSO GEL 90% 454 GRS DMSO 16 OZ,NUTRI,19,,,,,
VARIOS-062,RASCADERO 60*60,,5,,,,,
VARIOS-061,INMUNEST 2 ML,VARIO,102,,,,,
VARIOS-049,PEDEROL AEROSOL 250ML.,VARIO,170,,,,,syvpedaer1
VARIOS-046,METABOLASE 500 ML,VARIO,152,,,,,
VARIOS-045,ICE TIGHT POILTICE 46LBS,VARIO,0,,,,,
VARIOS-044,----METABOLASE FORTE 100 ML,VARIO,0,,,,,
VARIOS-042,SUPER CALM PASTA 30 CC,NUTRI,9,,,,,
VARIOS-037,SUPER PULMO-SHIELD PASTE SYRINGE 30CC,VARIO,0,,,,,
VARIOS-034,KIT PARA TOMA Y ENVIO DE MUESTRAS,VARIO,0,,,,,
VARIOS-033,PERKTONE GALON,VARIO,0,,,,,
VARIOS-032,APLICADOR COMPUDOSE,ANGLO,109,,,,,
VARIOS-030,HEPAGEN 100 ML,VARIO,0,,,,,
VARIOS-029,SHAMPOO P/MASCOTA 5 LTS HEGGOLINE,HOLLA,0,,,,,
VARIOS-028,HERRAMIENTAS/GENERICOS(LOTE RASURADORA ),VARIO,0,,,,,
VARIOS-027,RASCADERO1X1X1 DELGADO,VARIO,0,,,,,
VARIOS-026,SOBRE DE SEMILLA HORTALIZA,,332,,,,,
VARIOS-024,FLURON GOLD 1 LTO,CEVA,0,,,,,
VARIOS-022,ZABRA 10 KG,VARIO,0,,,,,
VARIOS-021,RAM 2500 REG CAB.2015 3C6JRBAT6FG633306,,0,,,,,
VARIOS-020,SUPERTON 500ML,VARIO,0,,,,,
VARIOS-018,--------LACTOPET PTG C/20,VARIO,0,,,,,
VARIOS-017,MANDIL DE HULE,VARIO,0,,,,,
VARIOS-016,CASCO DE PROTECCION COLORBLANCO,VARIO,0,,,,,
VARIOS-015,HIELERA DE UNICEL,VARIO,0,,,,,
VARIOS-014,"OVEROL TALLA G, XG",VARIO,0,,,,,
VARIOS-013,HISOPOS ESTERILES (PAQUETE C/100),MAVER,0,,,,,
VARIOS-012,ALCOHOL DEL 96°,VARIO,0,,,,,
VARIOS-011,RED PESCA TIPO MARIPOSERA,VARIO,0,,,,,
VARIOS-010,BOLSA ZIPLOC GRANDE (PAQUETE C/15 PZS),VARIO,0,,,,,
VARIOS-009,ENDECTOFIN DIAMANTE ADE 4% 600 ML,VARIO,0,,,,,
VARIOS-008,HIELERA TERMICA  PLASTICA,,0,,,,,
VARIOS-007,HIELERA TERMICA G PLASTICA,,0,,,,,
VARIOS-006,ENERGIZANTE ALE-BET 250ML,VARIO,0,,,,,
VARIOS-005,MUCOTOX COLD 100 ML,HOLLA,239,,,,,734448031226
VARIOS-004,IMPLANTADOR SYNOVEX,ZOETI,4,,,,,
VARIOS-003,GEL REFRIGERANTE,VARIO,0,,,,,
VARIOS-002,BOLSA ZIPLOC MEDIANA (PAQ. C/20 PZS),AMERI,0,,,,,
VARIOS-001,---FORMULA 707 DAILY ESSENTIALS 25 LBS,VARIO,0,,,,,
TRIA9N-002,FLUPEN 4 MILL,,0,,,,,
TORNEL-122,ANTRAXMUNE 100ML,TORNE,39,,,,,
TORNEL-121,TYLOGENT REFORZADO 50 ML,TORNE,17,,,,,
TORNEL-120,IVERMAX PREMIUM 500ML,TORNE,18,,,,,
TORNEL-119,SUPER VITAMINA B12 5500 30 ML GALLOS,TORNE,79,,,,,
TORNEL-118,SUPER VITAMINA B12 5500 100ML Gallos,TORNE,149,,,,,
TORNEL-117,IMIPLASM B 100ML,TORNE,0,,,,,
TORNEL-116,COCCIZURIL 100 TAB.,TORNE,27,,,,,
TORNEL-115,UROLIX 100ML,TORNE,42,,,,,
TORNEL-114,ENFLOXIL AL 10% INY. 25ML,TORNE,17,,,,,
TORNEL-113,ENFLOXIL AL 5% INY.50ML,TORNE,18,,,,,
TORNEL-112,SUPER PERFORMANCE L 10ML,TORNE,6,,,,,
TORNEL-111,AQUA VIT ADE 250ML,TORNE,0,,,,,
TORNEL-110,---PROBIOTIC C/90 CAPSULAS,TORNE,0,,,,,
TORNEL-109,COCCIZURIL 50 TAB,TORNE,37,,,,,
TORNEL-108,HIDRO-PEN 100 ML,TORNE,13,,,,,
TORNEL-107,HIDRO-PEN 10ML,TORNE,29,,,,,
TORNEL-106,FERRONEL 200 100ML,TORNE,21,,,,,
TORNEL-105,FERRONEL 200 10 ML,TORNE,11,,,,,
TORNEL-104,HIDRO-PEN 20ML,TORNE,32,,,,,
TORNEL-103,AVIPEN 50ML,TORNE,99,,,,,
TORNEL-102,PANGAMINE 250 VIT B-15 10 ML,TORNE,74,,,,,
TORNEL-101,METRO SULFA 100ML,TORNE,10,,,,,
TORNEL-100,PROGESTYN A-E 10ML,TORNE,9,,,,,
TORNEL-099,GENTOMICYN SUPER 50ML,TORNE,49,,,,,
TORNEL-098,LEPTOS-10 50 DS ( 100ML),TORNE,0,,,,,
TORNEL-097,DIPIRONA ST 100 ML,TORNE,10,,,,,
TORNEL-096,UROLIX 50ML,TORNE,68,,,,,
TORNEL-095,----SUPER ENDURANCE 1 LT,TORNE,0,,,,,
TORNEL-094,IVERMAX EQUINOS 12 GR,TORNE,0,,,,,
TORNEL-093,GASTRO-SHIELD 6.15 GR,TORNE,15,,,,,
TORNEL-092,GALLI VERM SUPER TABLETAS 100,TORNE,0,,,,,
TORNEL-091,CEFALEX-S 10 ML,TORNE,0,,,,,
TORNEL-090,CEFALEX-K 10 ML,TORNE,0,,,,,
TORNEL-089,GALLI VERM SUPER TABLETAS 50,TORNE,0,,,,,
TORNEL-087,COCCIZURIL 20 TAB,TORNE,24,,,,,
TORNEL-086,ACEITE DE GERMEN DE TRIGO 50ML,TORNE,14,,,,,
TORNEL-085,UROLIX 10 ML,TORNE,121,,,,,
TORNEL-084,IMIPLASM-B 50ML,TORNE,0,,,,,
TORNEL-083,TIMPARNOL 200 ML,TORNE,24,,,,,
TORNEL-082,IVERDIBOL 250 ML,TORNE,0,,,,,
TORNEL-081,IVERDIBOL 50 ML,TORNE,0,,,,,
TORNEL-080,ENFLOXIL 10% INY. 50 ML,TORNE,18,,,,,
TORNEL-079,----ESPECTOYODOL 50 GR,TORNE,0,,,,,
TORNEL-078,SURE SHOT GALLOS 20 TAB.,TORNE,0,,,,,
TORNEL-077,DIPIRONA ST 50 ML,TORNE,0,,,,,
TORNEL-076,----VITAFAC 10 GR,TORNE,0,,,,,
TORNEL-075,FERRONEL 200 20ML,TORNE,64,,,,,
TORNEL-074,FEBENTEL POLVO 4% SOBRE,TORNE,111,,,,,
TORNEL-073,GENTOMICYN SUPER 10ML,TORNE,10,,,,,
TORNEL-072,METAFLUSOL 30ML,TORNE,130,,,,,
TORNEL-071,SARNA SANA 100 ML,TORNE,175,,,,,
TORNEL-070,SURE SHOT GALLOS 50 TAB.,TORNE,0,,,,,
TORNEL-069,IVERMAX PET .25% 100ML,TORNE,0,,,,,
TORNEL-068,BLUTAN 100 ML,TORNE,19,,,,,
TORNEL-067,ENFLOXIL AL 5% INY. 20ML,TORNE,36,,,,,
TORNEL-066,VITAFAC 100 GR,TORNE,2,,,,,
TORNEL-065,L-ETICINA 500ML,TORNE,17,,,,,
TORNEL-064,TYLOGENT REFORZADO 20 ML,TORNE,15,,,,,
TORNEL-062,L-ETICINA 100ML,TORNE,36,,,,,
TORNEL-061,PENICILINA OLEOSA 75 MIL G PROCAINA250ML,TORNE,46,,,,,
TORNEL-060,AQUA VIT ADE 500,TORNE,7,,,,,
TORNEL-059,SUPER PERFORMANCE L 50 ML,TORNE,12,,,,,
TORNEL-058,RB51 BRUCELOSIS BECERRAS 10DS,TORNE,0,,,,,
TORNEL-057,LEPTOS-10 10 DS (20 ML),TORNE,0,,,,,
TORNEL-056,PENICILINA OLEOSA 4 MIL G. PROCAINA 20ML,TORNE,10,,,,,
TORNEL-055,ANTI-STAMIN 100 ML,TORNE,73,,,,,
TORNEL-054,ANTI-STAMIN 30 ML,TORNE,66,,,,,
TORNEL-053,GENTOMICYN SUPER 100 ML,TORNE,109,,,,,
TORNEL-052,BUTAFENIL COMPUESTO 50 ML,TORNE,42,,,,,
TORNEL-051,VITAMINA B12 3000 30 ML,TORNE,23,,,,,
TORNEL-050,AVIPEN 20 ML,TORNE,119,,,,,
TORNEL-049,CA AMINOPLEX INY 500 ML,TORNE,28,,,,,
TORNEL-048,CA AMINOPLEX INY 250 ML,TORNE,42,,,,,
TORNEL-047,DERRIENFINE CEPA ACATLAN 11 DS,TORNE,"2,917.00",,,,,
TORNEL-046,RB51 BRUCELOSIS VACAS 10 DS,TORNE,0,,,,,
TORNEL-045,XANTROPINA 5 X 5 ML,TORNE,24,,,,,
TORNEL-044,COMPLEJO B SUPER 10 ML,TORNE,74,,,,,
TORNEL-043,ENDOSEPTINE 50 ML,TORNE,75,,,,,
TORNEL-042,BUTAFENIL 3 GR,TORNE,193,,,,,
TORNEL-041,KORYN TRIPLE 100 GR.,TORNE,178,,,,,
TORNEL-040,K-TON 12 100 ML,TORNE,134,,,,,
TORNEL-039,PANGAMINE 250 VIT B-15 30 ML,TORNE,71,,,,,
TORNEL-038,COMPLEJO B SUPER 50 ML,TORNE,77,,,,,
TORNEL-036,SUPER PERFORMANCE L 100 ML,TORNE,156,,,,,
TORNEL-034,TOP B15+3 30 ML,TORNE,124,,,,,
TORNEL-033,VITAMINA B12 3000 100 ML,TORNE,19,,,,,
TORNEL-032,TOP B15+3 10 ML,TORNE,141,,,,,
TORNEL-031,----SUPER XANTROPEN 1.2 MLL,TORNE,0,,,,,
TORNEL-030,SUPER XANTROPEN 2.4 MILL AAA,TORNE,0,,,,,
TORNEL-029,SUPER XANTROPEN 6.0 MLL,TORNE,50,,,,,
TORNEL-028,SUPER XANTROPEN 4.0 MLL,TORNE,0,,,,,
TORNEL-027,EQUIGAN 50 ML,TORNE,244,,,,,
TORNEL-026,AVIPEN 100 ML,TORNE,48,,,,,
TORNEL-025,METAFLUSOL 50 ML,TORNE,48,,,,,
TORNEL-024,SUPER FLUMI STREP 2 MILL,TORNE,579,,,,,
TORNEL-023,SUPER FLUMI STREP 1 MILL,TORNE,640,,,,,
TORNEL-022,COMPLEJO B SUPER 20 ML,TORNE,61,,,,,
TORNEL-021,BUTAFENIL 100 ML,TORNE,196,,,,,
TORNEL-020,AVIPEN 10 ML,TORNE,200,,,,,
TORNEL-019,ANTOPLEX 50 ML,TORNE,42,,,,,
TORNEL-018,ANTOPLEX 20 ML,TORNE,82,,,,,
TORNEL-017,SUPER FLUMI STREP 6 MILL,TORNE,630,,,,,
TORNEL-016,BUTAFENIL COMP 100 ML,TORNE,195,,,,,
TORNEL-014,ANTOPLEX GALLO 90 CAPSULAS,TORNE,90,,,,,
TORNEL-012,OJOSAN 50 GRS,TORNE,78,,,,,
TORNEL-011,COMPLEJO B SUPER 100 ML,TORNE,272,,,,,
TORNEL-010,EQUIGAN 10 ML,TORNE,137,,,,,
TORNEL-009,PENICILINA OLEOSA 30MIL G PROCAINA 100ML,TORNE,250,,,,,
TORNEL-008,KORYN TRIPLE 10 GR POLVO ORAL,TORNE,"1,096.00",,,,,
TORNEL-007,SUPER AMIN TOPLEX GALLOS 90 CAPS,TORNE,4,,,,,
TORNEL-006,SUPER VITAMINA B12 5500 100 ML Caballos,TORNE,373,,,,,
TORNEL-005,EQUIGAN 100 ML,TORNE,57,,,,,
TORNEL-004,SUPER VITAMINA B12 5500 5 ML Gallos,TORNE,68,,,,,
TORNEL-003,ANTOPLEX 100 ML,TORNE,274,,,,,
TORNEL-002,SUPER VITAMINA B12 5500 30 ML Caballos,TORNE,201,,,,,
TORNEL-001,SUPER FLUMI STREP 4 MILL,TORNE,684,,,,,
TALABARTERIA-215,"HERRADURA ALUMINIO CROIX(JUEGO) 5,4,3 PL",TALAB,18,,,,,ALUM.ST.CROIX
TALABARTERI258,"BOTADORES 1""",TALAB,0,,,,,
TALABARTERI-584,CINCHO NYLON,TALAB,0,,,,,
TALABARTERI-301,FILETE PATAS ALUMINIO,,0,,,,,
TALABARTERI-300,FILETE CORRECCION,TALAB,0,,,,,
TALABARTERI-281,BANDOLA PLATEADA MEDIANA,TALAB,6,,,,,
TALABARTERI-280,"------HERRADURA LUKY #4 (00), #3 (000)",TALAB,0,,,,,
TALABARTERI-279,FILETE BARRILITOS / CROMADO,TALAB,1,,,,,
TALABARTERI-278,CARONA NEOPRENO,TALAB,0,,,,,
TALABARTERI-277,HILO MINI,TALAB,0,,,,,
TALABARTERI-276,ARCION ALA,TALAB,0,,,,,
TALABARTERI-275,HERRADURA LUCKY SEVEN 0 / 5,TALAB,313,,,,,
TALABARTERI-274,BOZAL PARA PERRO,TALAB,1,,,,,
TALABARTERI-273,CINCHO 4 PIÑAS,TALAB,0,,,,,
TALABARTERI-272,CINCHO NEOPRENO / BORREGA AMERICANO,TALAB,0,,,,,
TALABARTERI-271,MANOPLA CARNAZA,TALAB,3,,,,,
TALABARTERI-270,RIENDA SEMIFINA     CHARRA,TALAB,1,,,,,
TALABARTERI-269,RIENDA  FINA ACRILON,TALAB,8,,,,,
TALABARTERI-268,CEPILLO DE MADERA,TALAB,14,,,,,
TALABARTERI-266,PECHO PRETAL DE ROMBOS / COMERCIAL,TALAB,0,,,,,
TALABARTERI-264,FUSTE CHARRO #18,TALAB,0,,,,,
TALABARTERI-263,JAULA HORNEADAS,TALAB,0,,,,,
TALABARTERI-262,CARONA BORREGA,TALAB,4,,,,,
TALABARTERI-261,CORREA PIOLA REDONDA MINI,TALAB,115,,,,,
TALABARTERI-260,CARONA ORTOPEDICA,TALAB,0,,,,,
TALABARTERI-258,BOTADOR 1/4,TALAB,8,,,,,
TALABARTERI-257,MONTURA CHARRA P/NIÑO,TALAB,0,,,,,
TALABARTERI-255,CARONA COLA PATO AMA/ROJO C/REF.,TALAB,4,,,,,
TALABARTERI-254,POLAINA CHICAS P NIÑO,TALAB,1,,,,,
TALABARTERI-253,CALZA P GALLO NYLON,TALAB,0,,,,,
TALABARTERI-252,POLAINA GAMUZA BORDADA,TALAB,0,,,,,
TALABARTERI-251,CABEZADA TREBOL / ROMBO,TALAB,12,,,,,
TALABARTERI-250,RIENDA CABLE,TALAB,0,,,,,
TALABARTERI-249,LIMPIA CASCOS PLASTICO,TALAB,14,,,,,
TALABARTERI-248,CORREA - COLLAR  NYLON P PERRO /PIOLA M,TALAB,14,,,,,
TALABARTERI-247,JAQUIMA ACRILAN BOZALILLO C/RIENDA,TALAB,1,,,,,
TALABARTERI-243,CEPILLO GUANTE,TALAB,23,,,,,
TALABARTERI-242,CABEZADA RIENDA NYLON,TALAB,0,,,,,
TALABARTERI-240,POLAINA CARNAZA  C REMACHE,TALAB,0,,,,,
TALABARTERI-239,1 PAR HERR LUCKY SEVEN CALA REINING #5Y6,TALAB,5,,,,,
TALABARTERI-238,MONTURA PONY COMPLETAcincho/carona/freno,TALAB,0,,,,,
TALABARTERI-237,ESPUELA PARA NIÑO,TALAB,0,,,,,
TALABARTERI-236,CUBRE CASCOS COMERCIAL,TALAB,0,,,,,
TALABARTERI-235,MONTURA LAGOS,TALAB,0,,,,,
TALABARTERI-234,POLAINA  DE CARNAZA,TALAB,1,,,,,
TALABARTERI-233,REATA PROARTE 1.8 ALGODON,TALAB,3,,,,,
TALABARTERI-232,FIERRO ELECTRICO PARA HERRAR,TALAB,0,,,,,
TALABARTERI-231,POLAINA CHARRA (PAR) PIEL,TALAB,0,,,,,
TALABARTERI-230,POLAINA GAMUZA,TALAB,3,,,,,
TALABARTERI-229,CINCHO GRECA,TALAB,0,,,,,
TALABARTERI-226,MASCARA P/CABALLO NEGRO BRONCO RIDER,TALAB,2,,,,,
TALABARTERI-225,MORRAL SAPUPE,TALAB,0,,,,,
TALABARTERI-224,PECHO PRETAL ANCHO,TALAB,0,,,,,
TALABARTERI-223,CANILLERA NEOPRENO GRANDE,TALAB,4,,,,,
TALABARTERI-222,MARTILLO  P/HERRAR MUSTAD,TALAB,3,,,,,
TALABARTERI-221,KIT PARA HERRAR,TALAB,0,,,,,
TALABARTERI-220,POSADERA J19 DOS COLORES C/CADENA P/CABA,TALAB,0,,,,,
TALABARTERI-218,GUANTE DE PIEL,TALAB,0,,,,,
TALABARTERI-217,FUETE 3 MTS,TALAB,0,,,,,
TALABARTERI-216,FUETE PAJUELA / GALA,TALAB,0,,,,,
TALABARTERI-214,ESTRIBO CHARRO PLASTICO,TALAB,2,,,,,
TALABARTERI-213,ESLABON CHICO,TALAB,0,,,,,
TALABARTERI-212,CABEZADAS Y RIENDA NYLON,TALAB,0,,,,,
TALABARTERI-211,MONTURA SEMIFINA,TALAB,3,,,,,
TALABARTERI-206,BOSAL CUERO CRUDO,TALAB,0,,,,,
TALABARTERI-205,CORREA C/COLLAR 16MM,TALAB,0,,,,,
TALABARTERI-204,PROTECTORES P/CABALLO,TALAB,0,,,,,
TALABARTERI-203,MOSQUITERO IMP EN MALLA,TALAB,0,,,,,
TALABARTERI-202,ALMORTIGON PIEL P/TORO,TALAB,2,,,,,
TALABARTERI-201,MASCARA PARA CARRERA,TALAB,0,,,,,
TALABARTERI-200,ESTRIBO DE ACERO,TALAB,3,,,,,
TALABARTERI-199,CABEZADA FINA ESPAÑOLA,TALAB,0,,,,,
TALABARTERI-197,PECHERA -NYLON  #3,TALAB,7,,,,,
TALABARTERI-195,PECHERA NYLON #4 /COMBINADA MEDIANA,TALAB,0,,,,,
TALABARTERI-194,PECHERA NYLON #5,TALAB,6,,,,,
TALABARTERI-193,MARTILLO P HERRAR 12 OZ,TALAB,0,,,,,
TALABARTERI-190,MONTURA FINA C HERRAJES,TALAB,2,,,,,
TALABARTERI-188,LAMINAS ESCURRIDAS,TALAB,0,,,,,
TALABARTERI-187,REATA MIXTA 1250,TALAB,0,,,,,
TALABARTERI-185,PECHO PRETAL BORREGA,TALAB,0,,,,,
TALABARTERI-184,POSADERA J11 PARA CABALLO DOS COLORES,TALAB,0,,,,,
TALABARTERI-182,CORREA - PECHERA COLLAR NYLON/ PIOLA CH,TALAB,190,,,,,
TALABARTERI-181,PECHERA NYLON #6,TALAB,6,,,,,
TALABARTERI-180,FRENO DE ACERO,TALAB,2,,,,,
TALABARTERI-177,FRENO ARTICULADO,TALAB,0,,,,,
TALABARTERI-176,CORREA C/COLLAR 12MM / PIOLA XG,TALAB,0,,,,,
TALABARTERI-175,SEDAL,TALAB,0,,,,,
TALABARTERI-173,PECHERA  NYLON #7 / MASTER,TALAB,0,,,,,
TALABARTERI-172,SOBRECARONA FIELTRO,TALAB,0,,,,,
TALABARTERI-171,CUARTA GRUESA,TALAB,0,,,,,
TALABARTERI-170,MONTURA C/CEJA,TALAB,2,,,,,
TALABARTERI-167,CORDEL COLORES,TALAB,15.103,,,,,
TALABARTERI-166,ABRAZADERA BRONCEADA ( MUELA BANDOLA ),TALAB,12,,,,,
TALABARTERI-165,FRENO TROSADO,TALAB,0,,,,,
TALABARTERI-163,COLLAR CADENA DE CASTIGO #4,TALAB,7,,,,,
TALABARTERI-162,CABEZADA BORDADA,TALAB,0,,,,,
TALABARTERI-160,HERRADURA C/T  #000-0-00-  STCROIX BLOCK,TALAB,0,,,,,TACON
TALABARTERI-159,HERRADURA ST-CROIX #0-00-000-1 PLANA,TALAB,482,,,,,
TALABARTERI-158,ESCURRIDOR P/ CABALLO ESCREPA DOBLE,TALAB,0,,,,,
TALABARTERI-156,CABEZADA NYLON,TALAB,0,,,,,
TALABARTERI-155,CEPILLO P CABALLO N.35,TALAB,0,,,,,
TALABARTERI-154,SUADERO N 1555 BORREGADO RECTO,TALAB,0,,,,,
TALABARTERI-151,JAQUIMA  GAMARRA,TALAB,0,,,,,
TALABARTERI-150,RIENDA LARGAS,TALAB,3,,,,,
TALABARTERI-149,LIMA ESCOFINA BELLOTA  Y (K8),TALAB,4,,,,,
TALABARTERI-147,ENRIATE COMPLETO,TALAB,1,,,,,
TALABARTERI-146,CORRELLON BORDADO,,0,,,,,
TALABARTERI-145,CORREA CON COLLAR 25MM,TALAB,0,,,,,
TALABARTERI-144,CORREA DE ACERO MED. C COLLAR,TALAB,0,,,,,
TALABARTERI-139,CARONA CHARRA,TALAB,4,,,,,
TALABARTERI-137,CADENILLA ACERO,TALAB,0,,,,,
TALABARTERI-135,FRENO CHARRO C/CADENILLAS,TALAB,0,,,,,
TALABARTERI-134,DESTORCEDOR BANDOLA PERIQUITO,TALAB,0,,,,,
TALABARTERI-133,CADENA 2MM C NYLON /  C/CADENA,TALAB,0,,,,,
TALABARTERI-130,CORREA- PECHERA  NYLON / PIOLA G,TALAB,8,,,,,
TALABARTERI-129,JUEGO CUBRECASCOS,TALAB,0,,,,,
TALABARTERI-128,MONTURA P/NIÑO,TALAB,0,,,,,
TALABARTERI-126,CUARTA SEMICHARRA,TALAB,0,,,,,
TALABARTERI-125,CINCHO SEMICHARRO ARGOLLA BRONCE,TALAB,2,,,,,
TALABARTERI-124,SILLIN DE GALOPE,TALAB,2,,,,,
TALABARTERI-122,CUARTA CUERO,TALAB,0,,,,,
TALABARTERI-119,CLAVO P/HERRADURA DE ALUMINIO 3 1/2 MUST,TALAB,"6,771.00",,,,,7392557116048
TALABARTERI-118,FRENO DIABLO C CADENILLAS/ PATAS ACERO,TALAB,0,,,,,
TALABARTERI-117,FRENO DE ACERO DELGADO,TALAB,0,,,,,
TALABARTERI-115,BOSAL MANEJO,TALAB,0,,,,,
TALABARTERI-114,TIENTO PIEL,TALAB,32,,,,,
TALABARTERI-113,ESLABON MEDIANO,TALAB,0,,,,,
TALABARTERI-112,ALMORTIGON NYLON  P/CABALLO,TALAB,0,,,,,
TALABARTERI-111,FUSTE CHARRO  #16,TALAB,0,,,,,
TALABARTERI-110,BARBADA NYLON,TALAB,2,,,,,
TALABARTERI-109,BANDOLA EXTRA,TALAB,14,,,,,
TALABARTERI-108,ACICATE LIZO (PAR),TALAB,0,,,,,
TALABARTERI-107,MANGA DE HULE 9. 3 CHICA,TALAB,0,,,,,
TALABARTERI-106,CADENILLA REFORZADA,TALAB,3,,,,,
TALABARTERI-105,RIENDA NYLON  Y ALGODON,TALAB,0,,,,,
TALABARTERI-103,CABEZADA PIEL,TALAB,3,,,,,
TALABARTERI-102,TIENTO CARNAZA,TALAB,1,,,,,
TALABARTERI-101,ESPUELA TEXANA P/NIÑO,TALAB,0,,,,,
TALABARTERI-100,CINCHO GRECA C/FIELTRO,TALAB,6,,,,,
TALABARTERI-099,CINCHO ACRILICAN CHARRO,TALAB,0,,,,,
TALABARTERI-098,CINCHO ARGOLLA DE COBRE / BRONCE /BORREG,TALAB,0,,,,,
TALABARTERI-097,FILETE GRABADO TEXANO,TALAB,0,,,,,
TALABARTERI-096,FRENO LIZO,TALAB,2,,,,,
TALABARTERI-095,FRENO FILETE HULE / ACERO CROMADO,TALAB,1,,,,,
TALABARTERI-094,FRENO RAYADO,TALAB,1,,,,,
TALABARTERI-093,SOBRECARONA CARNAZA Y GUARNICION PIEL,TALAB,0,,,,,
TALABARTERI-091,CARONA C/REF  CUADRADA AMARILLA- ROJA,TALAB,0,,,,,
TALABARTERI-090,CARONA S/REF CUADRADA AMARILLA- ROJA,TALAB,0,,,,,
TALABARTERI-089,BOZAL ACRILAN FINO,TALAB,0,,,,,
TALABARTERI-088,CARONA COSTAL,TALAB,0,,,,,
TALABARTERI-087,CARONA MEZCLILLA-MANTA,TALAB,0,,,,,
TALABARTERI-086,CARONA NEOPRENO- FOMY,TALAB,3,,,,,
TALABARTERI-085,CARONA GREQUIADA MEZCLILLA,TALAB,0,,,,,
TALABARTERI-084,MONTURA CHARRA / CINCELADA,TALAB,0,,,,,
TALABARTERI-083,ESPUELA AMOZOC,TALAB,0,,,,,
TALABARTERI-082,REATA PROARTE 1.250 KG  (ANTES MARLBORO),TALAB,26,,,,,
